date,AWND,PRCP,TMAX,TMIN,daily_consumption
2009-09-07,1.8,0.0,23.3,15.6,1221.458
2009-09-08,0.8,0.0,23.3,16.7,1086.254
2009-09-09,3.7,0.0,24.4,17.2,1521.344
2009-09-10,5.6,0.0,20.0,15.6,1112.354
2009-09-11,6.1,21.3,18.9,13.3,1214.146
2009-09-12,2.3,0.8,19.4,17.2,2064.358
2009-09-13,1.9,0.0,26.1,17.8,1570.302
2009-09-14,2.2,0.0,24.4,16.1,1574.858
2009-09-15,1.8,0.0,25.6,17.2,1456.806
2009-09-16,4.6,0.0,21.1,17.2,1743.162
2009-09-17,2.6,0.3,17.2,12.8,1223.426
2009-09-18,2.6,0.0,23.3,13.3,1374.032
2009-09-19,1.7,0.0,21.1,11.7,2135.71
2009-09-20,1.6,0.0,22.8,12.2,2035.328
2009-09-21,1.8,0.0,23.9,13.9,1417.868
2009-09-22,1.3,0.0,22.8,17.8,1246.536
2009-09-23,2.5,0.0,26.7,20.6,1636.61
2009-09-24,2.1,0.8,27.8,18.9,1426.258
2009-09-25,3.3,0.0,20.6,13.3,1161.016
2009-09-26,2.9,3.6,19.4,12.2,1556.254
2009-09-27,2.1,26.2,20.0,15.0,1410.472
2009-09-28,2.9,4.6,22.2,14.4,1299.456
2009-09-29,3.2,0.0,18.9,12.2,1146.398
2009-09-30,3.5,0.0,15.6,9.4,1772.736
2009-10-01,2.2,0.0,12.8,8.3,1287.252
2009-10-02,2.1,1.5,17.8,8.3,1152.668
2009-10-03,1.3,7.4,21.1,17.2,1716.74
2009-10-04,1.9,0.0,23.3,13.9,1621.106
2009-10-05,3.2,0.0,19.4,11.7,1275.522
2009-10-06,2.0,0.0,18.9,10.0,1428.448
2009-10-07,4.9,4.1,20.6,13.9,1821.834
2009-10-08,2.6,0.0,17.2,11.1,1577.166
2009-10-09,1.8,0.8,20.6,15.0,1351.862
2009-10-10,2.2,0.0,18.9,10.0,2012.756
2009-10-11,2.5,0.0,17.8,7.8,1938.284
2009-10-12,1.2,0.0,11.7,6.1,1351.604
2009-10-13,2.7,0.0,17.8,7.8,1449.1
2009-10-14,1.3,0.0,11.7,5.0,1711.224
2009-10-15,5.1,15.0,8.3,2.8,1489.976
2009-10-16,4.1,1.3,7.8,2.8,1516.86
2009-10-17,4.2,0.8,8.9,5.6,2742.08
2009-10-18,4.0,7.4,7.2,5.0,1556.164
2009-10-19,1.7,0.0,12.8,2.8,1369.108
2009-10-20,1.7,0.0,18.3,7.2,1722.808
2009-10-21,0.5,0.0,20.0,11.1,1969.506
2009-10-22,2.8,0.0,23.3,12.2,1399.71
2009-10-23,4.0,4.8,17.8,9.4,1757.45
2009-10-24,3.0,46.0,18.3,11.7,2614.408
2009-10-25,2.7,0.0,16.7,10.6,2406.536
2009-10-26,2.0,0.0,15.6,7.8,1112.344
2009-10-27,3.1,15.7,12.8,10.0,1116.756
2009-10-28,3.9,32.8,13.9,10.6,1268.708
2009-10-29,2.4,0.0,13.9,9.4,1981.44
2009-10-30,2.5,0.0,15.0,11.1,1493.358
2009-10-31,3.1,4.3,21.7,12.8,1875.942
2009-11-01,2.6,0.3,14.4,9.4,1843.168
2009-11-02,3.7,0.0,12.8,7.8,1504.226
2009-11-03,2.1,0.0,15.6,6.1,2266.688
2009-11-04,2.2,0.0,11.1,5.0,1801.8
2009-11-05,2.0,0.0,11.7,5.6,1560.466
2009-11-06,3.2,0.0,10.0,2.8,1390.45
2009-11-07,2.2,0.0,11.7,1.7,1557.176
2009-11-08,1.1,0.0,20.6,8.3,2508.002
2009-11-09,1.8,0.0,19.4,9.4,1404.752
2009-11-10,2.1,0.0,18.3,13.3,1606.184
2009-11-11,4.9,0.0,13.9,8.9,2040.48
2009-11-12,6.4,1.8,10.0,7.2,1463.066
2009-11-13,7.0,1.0,12.8,8.9,1532.926
2009-11-14,3.0,12.4,13.9,11.1,2560.456
2009-11-15,1.5,0.5,18.9,12.2,1967.308
2009-11-16,2.3,0.0,15.0,9.4,1514.468
2009-11-17,3.3,0.0,12.8,7.8,1708.294
2009-11-18,3.3,0.0,11.7,5.6,2639.174
2009-11-19,2.8,4.6,15.0,8.3,1474.848
2009-11-20,3.1,12.7,16.1,8.9,1961.016
2009-11-21,2.1,0.0,13.9,7.8,2496.856
2009-11-22,3.1,0.0,12.8,7.2,2450.976
2009-11-23,5.0,0.0,10.0,6.7,1471.122
2009-11-24,3.3,0.0,14.4,8.9,2128.856
2009-11-25,2.4,0.8,10.6,9.4,1980.13
2009-11-26,2.1,0.0,13.9,10.0,1599.626
2009-11-27,4.3,0.0,10.0,6.1,1380.026
2009-11-28,5.1,0.0,10.0,5.6,1858.95
2009-11-29,2.3,0.0,15.0,3.9,1650.962
2009-11-30,3.1,6.9,13.9,4.4,1745.19
2009-12-01,3.2,0.0,8.3,1.7,1756.378
2009-12-02,2.2,11.4,13.3,5.0,2345.668
2009-12-03,4.4,18.5,18.9,9.4,1479.688
2009-12-04,2.4,0.0,11.1,6.7,1711.294
2009-12-05,3.3,16.3,7.2,0.6,2351.762
2009-12-06,3.2,0.0,3.3,0.6,2378.288
2009-12-07,2.0,0.0,3.9,0.0,1742.638
2009-12-08,3.3,0.0,6.7,1.1,2006.884
2009-12-09,3.7,37.6,11.7,0.6,1802.356
2009-12-10,5.5,0.0,7.8,-2.8,2054.286
2009-12-11,5.7,0.0,-1.7,-6.1,1784.462
2009-12-12,3.4,0.0,2.8,-3.9,1816.38
2009-12-13,2.7,24.1,11.1,1.1,2138.814
2009-12-14,2.4,0.0,7.8,4.4,1794.862
2009-12-15,3.1,0.0,11.1,5.6,1940.116
2009-12-16,4.9,0.0,5.6,-2.2,1394.874
2009-12-17,5.1,0.0,-0.6,-6.7,1717.182
2009-12-18,2.4,0.0,-1.1,-8.9,1744.706
2009-12-19,4.8,15.5,-1.1,-6.1,2204.334
2009-12-20,4.4,3.3,1.1,-6.1,1144.166
2009-12-21,4.8,0.0,2.2,-2.2,2034.966
2009-12-22,4.1,0.0,2.2,-5.0,1888.022
2009-12-23,4.3,0.0,-1.1,-6.7,1455.2
2009-12-24,2.5,0.0,3.9,-4.4,2905.894
2009-12-25,4.2,6.1,3.3,0.6,2127.648
2009-12-26,5.5,37.6,12.2,2.8,2183.618
2009-12-27,3.4,8.4,12.8,4.4,2195.452
2009-12-28,4.0,0.0,6.1,-1.1,2094.098
2009-12-29,6.4,0.0,-0.6,-8.9,2047.968
2009-12-30,2.6,0.0,0.0,-7.2,2451.11
2009-12-31,1.6,5.8,1.7,-1.7,2211.892
2010-01-01,1.5,0.8,4.4,0.6,1224.252
2010-01-02,5.6,0.5,1.1,-8.3,1308.836
2010-01-03,6.4,0.0,-5.6,-8.3,2083.454
2010-01-04,4.8,0.0,-1.1,-7.2,1604.132
2010-01-05,4.4,0.0,-1.1,-6.7,2219.78
2010-01-06,4.3,0.0,1.1,-3.3,1777.18
2010-01-07,3.9,0.0,2.8,-1.1,1769.442
2010-01-08,3.4,1.3,0.6,-5.0,1797.208
2010-01-09,3.9,0.0,-1.1,-7.8,2336.9
2010-01-10,3.1,0.0,-2.2,-10.0,2508.466
2010-01-11,3.2,0.0,-0.6,-6.1,1518.684
2010-01-12,4.2,0.0,1.7,-4.4,1282.538
2010-01-14,1.5,0.0,5.6,-1.1,618.488
2010-01-15,3.5,0.0,10.0,1.7,2196.76
2010-01-16,2.9,0.0,9.4,3.3,2150.112
2010-01-17,1.7,14.5,7.8,1.7,1906.556
2010-01-18,,1.3,10.0,2.8,1881.098
2010-01-19,,0.0,8.9,4.4,2433.508
2010-01-20,2.8,0.0,5.0,1.1,2351.728
2010-01-21,1.4,0.0,5.0,-0.6,2137.856
2010-01-22,2.9,0.0,6.7,0.0,1790.626
2010-01-23,1.4,0.0,4.4,-2.2,2608.51
2010-01-24,1.1,0.5,10.0,0.0,2269.42
2010-01-25,,31.8,13.9,9.4,1930.51
2010-01-26,3.9,0.0,9.4,1.7,2067.564
2010-01-27,3.1,0.0,3.9,-0.6,2760.902
2010-01-28,3.8,2.3,5.6,-6.7,2110.234
2010-01-29,5.2,0.0,-5.0,-8.9,2092.99
2010-01-30,4.0,0.0,-6.7,-10.6,2842.728
2010-01-31,2.8,0.0,-1.1,-10.0,1799.196
2010-02-01,3.6,0.0,1.7,-3.9,1693.778
2010-02-02,1.9,0.8,0.6,-2.8,2157.432
2010-02-03,2.3,1.5,3.9,-1.7,2903.014
2010-02-04,4.0,0.0,2.8,-2.2,2316.27
2010-02-05,2.1,0.0,2.2,-1.7,2098.892
2010-02-06,6.1,0.0,0.6,-6.7,2712.986
2010-02-07,4.5,0.0,1.1,-8.3,1625.708
2010-02-08,4.4,0.0,2.8,-5.0,2582.238
2010-02-09,2.3,0.0,5.6,-2.2,2420.932
2010-02-10,5.5,33.8,1.1,-1.1,1944.542
2010-02-11,5.3,0.0,2.8,-2.2,1369.768
2010-02-12,3.7,0.0,2.8,-3.3,1892.998
2010-02-13,3.9,0.0,0.0,-4.4,2351.556
2010-02-14,4.1,0.0,3.9,-2.2,1686.698
2010-02-15,3.1,0.3,4.4,-2.8,2097.132
2010-02-16,2.5,10.9,0.6,-1.7,1797.756
2010-02-17,3.6,0.0,1.7,-3.3,2054.56
2010-02-18,4.5,0.0,4.4,0.0,1761.156
2010-02-19,5.1,0.0,6.1,1.7,1953.572
2010-02-20,3.6,0.0,6.7,1.7,1983.728
2010-02-21,4.3,0.0,7.8,0.6,2740.314
2010-02-22,2.7,0.8,7.2,-1.7,1474.036
2010-02-23,6.3,30.5,3.3,1.7,1461.28
2010-02-24,3.5,10.7,5.6,2.2,1914.278
2010-02-25,1.5,50.8,3.3,-2.8,1880.204
2010-02-26,3.1,29.7,0.6,-3.3,2120.156
2010-02-27,2.0,0.3,3.3,-1.7,1765.056
2010-02-28,1.7,0.0,4.4,0.6,711.666
2010-03-01,4.4,0.0,8.9,2.2,1298.728
2010-03-02,2.4,0.3,8.3,2.2,766.9060000000001
2010-03-03,4.7,1.8,5.0,1.1,935.834
2010-03-04,3.5,0.0,8.3,1.7,682.88
2010-03-05,3.4,0.0,9.4,1.1,1133.726
2010-03-06,3.2,0.0,12.2,0.0,794.712
2010-03-07,3.2,0.0,13.9,2.8,1372.472
2010-03-08,3.2,0.0,16.1,5.0,2557.098
2010-03-09,2.0,0.0,16.1,6.7,1760.112
2010-03-10,2.2,0.0,13.9,6.7,1822.632
2010-03-11,4.0,0.0,11.7,5.6,1951.09
2010-03-12,6.2,5.3,6.1,3.9,1645.424
2010-03-13,10.2,98.0,7.8,3.3,2383.01
2010-03-14,6.1,6.1,10.0,6.1,1566.714
2010-03-15,5.2,8.4,7.8,5.0,1791.85
2010-03-16,3.4,0.0,17.2,5.0,1542.65
2010-03-17,1.1,0.0,18.9,6.1,2009.13
2010-03-18,1.5,0.0,20.6,10.0,1562.682
2010-03-19,1.5,0.0,22.2,9.4,1663.384
2010-03-20,2.2,0.0,23.3,12.2,131.732
2010-03-21,2.9,0.0,17.8,10.6,917.282
2010-03-22,2.5,34.0,13.9,10.0,1618.59
2010-03-23,2.7,2.8,11.7,7.2,1822.162
2010-03-24,5.2,0.0,15.6,6.1,1994.752
2010-03-25,1.9,0.0,16.7,8.9,1679.884
2010-03-26,4.7,3.6,11.1,1.1,1651.284
2010-03-27,3.4,0.0,6.7,-1.7,1847.97
2010-03-28,3.6,8.6,9.4,2.2,1798.214
2010-03-29,2.9,40.1,11.7,8.9,1622.738
2010-03-30,4.8,62.2,10.0,5.0,1906.454
2010-03-31,2.6,0.3,13.9,7.2,1923.802
2010-04-01,2.1,0.0,21.1,8.9,1687.44
2010-04-02,2.0,0.0,20.0,8.9,1648.622
2010-04-03,2.2,0.0,19.4,8.3,1805.278
2010-04-04,1.2,0.0,24.4,8.3,1690.388
2010-04-05,2.9,0.0,23.9,13.3,1118.82
2010-04-06,1.8,0.0,25.6,14.4,1825.852
2010-04-07,3.1,0.0,33.3,13.3,1596.982
2010-04-08,2.8,0.0,26.7,17.8,1649.22
2010-04-09,3.4,7.6,20.0,6.7,1233.35
2010-04-10,4.4,0.0,16.7,5.6,1190.208
2010-04-11,3.0,0.0,24.4,11.1,1602.81
2010-04-12,2.4,0.0,19.4,11.1,1439.426
2010-04-13,2.2,0.0,13.3,8.3,1512.704
2010-04-14,2.3,0.0,19.4,7.2,1660.364
2010-04-15,3.0,0.0,22.8,10.0,1872.178
2010-04-16,3.3,7.9,13.9,7.8,1562.062
2010-04-17,3.0,0.3,12.2,7.8,1557.712
2010-04-18,3.2,0.0,13.9,5.6,1476.106
2010-04-19,3.1,0.0,17.2,7.8,1708.594
2010-04-20,2.2,0.0,21.1,8.3,1833.628
2010-04-21,3.0,0.8,20.6,11.7,1579.914
2010-04-22,2.6,0.0,22.2,10.6,1460.904
2010-04-23,2.9,0.0,20.0,6.7,1180.536
2010-04-24,2.5,0.0,20.0,7.8,1518.418
2010-04-25,3.1,40.6,11.1,7.8,1542.742
2010-04-26,3.6,17.5,11.7,8.9,1082.716
2010-04-27,3.3,1.3,14.4,5.0,1250.94
2010-04-28,4.3,0.0,13.3,4.4,867.858
2010-04-29,4.0,0.0,20.6,7.2,1103.724
2010-04-30,2.3,0.0,25.6,13.3,1118.628
2010-05-01,1.8,0.0,29.4,17.8,1320.158
2010-05-02,2.3,0.0,31.1,18.9,2187.91
2010-05-03,2.2,32.8,26.7,19.4,1411.302
2010-05-04,2.3,0.0,27.2,16.7,1516.96
2010-05-05,2.3,0.0,26.7,14.4,1805.308
2010-05-06,3.3,0.0,25.6,15.0,1299.25
2010-05-07,2.2,0.0,22.8,11.1,1644.004
2010-05-08,4.5,1.0,24.4,9.4,1533.422
2010-05-09,5.1,0.0,11.1,6.7,1566.51
2010-05-10,3.6,0.0,16.1,5.0,1467.892
2010-05-11,1.5,0.8,13.3,6.1,1571.368
2010-05-12,3.1,10.9,8.9,6.7,2035.418
2010-05-13,2.2,0.0,19.4,6.1,1552.496
2010-05-14,2.9,1.0,26.7,12.8,1722.146
2010-05-15,3.3,0.0,22.8,15.6,1944.772
2010-05-16,1.9,0.0,22.2,12.2,2100.426
2010-05-17,1.3,0.0,23.3,12.8,1628.182
2010-05-18,4.0,27.7,16.7,10.0,1421.184
2010-05-19,1.7,0.0,17.8,10.0,1426.752
2010-05-20,1.3,0.0,26.1,12.8,1153.898
2010-05-21,2.2,0.0,29.4,16.1,1294.396
2010-05-22,2.8,0.0,23.3,13.9,2095.772
2010-05-23,3.6,0.0,21.7,14.4,1487.556
2010-05-24,2.3,0.8,22.8,15.6,1341.332
2010-05-25,1.5,0.0,27.8,16.1,1198.626
2010-05-26,2.0,0.0,33.3,18.3,1387.884
2010-05-27,2.6,1.5,28.3,12.8,1323.342
2010-05-28,1.3,0.0,21.1,13.3,1398.164
2010-05-29,2.5,0.0,25.0,16.1,2049.808
2010-05-30,2.6,0.0,28.9,19.4,1665.7
2010-05-31,1.7,0.0,30.0,20.6,1340.462
2010-06-01,2.0,0.0,29.4,18.9,1268.964
2010-06-02,1.5,0.0,30.6,19.4,980.898
2010-06-03,2.1,0.0,30.6,19.4,1394.186
2010-06-04,1.7,0.0,31.1,22.2,1420.554
2010-06-05,3.3,0.0,31.1,24.4,2009.644
2010-06-06,3.8,0.5,31.7,16.1,1746.792
2010-06-07,3.1,0.0,23.9,13.9,1012.082
2010-06-08,2.3,0.0,23.9,14.4,1362.034
2010-06-09,1.9,22.6,20.0,13.9,1534.682
2010-06-10,1.6,6.4,23.3,14.4,1215.19
2010-06-11,1.9,0.0,21.7,14.4,1470.672
2010-06-12,2.1,0.0,26.1,16.1,1973.108
2010-06-13,2.8,7.6,25.6,18.3,1674.356
2010-06-14,1.1,0.3,26.1,17.8,1217.984
2010-06-15,2.4,0.0,27.2,17.8,1223.966
2010-06-16,2.2,0.0,23.9,17.8,1768.092
2010-06-17,3.2,11.4,23.3,18.3,1028.018
2010-06-18,1.5,0.0,30.0,15.6,1332.316
2010-06-19,2.2,0.0,27.2,17.8,1416.22
2010-06-20,1.7,0.0,31.7,21.7,1672.55
2010-06-21,1.7,0.0,30.6,21.7,1660.89
2010-06-22,1.7,6.9,30.6,21.7,1520.588
2010-06-23,2.7,0.0,31.7,21.7,1442.064
2010-06-24,2.9,0.0,33.3,24.4,1095.78
2010-06-25,2.1,0.0,30.6,21.7,1099.438
2010-06-26,1.6,0.0,31.7,21.7,981.62
2010-06-27,1.7,0.0,32.8,21.7,1139.964
2010-06-28,3.1,0.3,33.9,24.4,1471.34
2010-06-29,2.9,0.0,32.8,21.1,1367.296
2010-06-30,2.6,0.0,26.1,16.7,1384.136
2010-07-01,2.7,0.0,25.0,16.7,1349.002
2010-07-02,2.2,0.0,27.8,16.1,1140.928
2010-07-03,1.5,0.0,31.7,18.3,1120.074
2010-07-04,2.4,0.0,35.6,22.8,1538.088
2010-07-05,1.4,0.0,37.2,24.4,1113.99
2010-07-06,1.5,0.0,39.4,27.2,1005.934
2010-07-07,2.1,0.0,37.8,26.7,834.788
2010-07-08,1.6,0.0,31.7,25.0,1212.652
2010-07-09,2.5,0.5,32.2,23.9,1083.478
2010-07-10,1.7,0.0,28.3,22.8,1154.504
2010-07-11,1.6,0.0,34.4,21.7,1193.572
2010-07-12,2.0,0.0,34.4,22.8,1109.574
2010-07-13,2.2,21.3,28.3,22.8,1382.114
2010-07-14,1.9,11.4,26.1,22.8,1409.472
2010-07-15,2.4,0.0,30.6,22.2,1633.162
2010-07-16,2.2,0.0,33.9,23.3,820.056
2010-07-17,2.4,0.0,34.4,24.4,806.352
2010-07-18,2.5,0.0,34.4,25.6,812.038
2010-07-19,1.6,3.8,33.3,22.2,801.158
2010-07-20,1.6,0.0,31.7,23.3,855.824
2010-07-21,1.8,0.0,33.9,24.4,1064.166
2010-07-22,3.0,0.0,32.2,23.3,1164.446
2010-07-23,0.7,17.8,30.6,22.8,1176.158
2010-07-24,2.4,0.0,36.1,26.7,921.668
2010-07-25,2.5,8.9,33.9,21.1,1130.41
2010-07-26,2.9,0.0,30.6,20.0,884.15
2010-07-27,1.9,0.0,32.8,21.1,952.36
2010-07-28,2.9,0.0,31.7,23.3,862.654
2010-07-29,2.6,2.3,31.7,23.3,549.104
2010-07-30,2.2,0.0,29.4,18.9,551.26
2010-07-31,2.2,0.0,29.4,18.9,554.616
2010-08-01,1.5,0.0,26.7,21.1,555.664
2010-08-02,2.2,0.0,29.4,20.6,549.482
2010-08-03,3.1,0.0,30.0,22.2,615.212
2010-08-04,2.4,0.0,32.8,23.9,543.356
2010-08-05,3.0,0.5,35.0,25.0,533.476
2010-08-06,2.2,0.0,32.2,21.1,524.746
2010-08-07,1.6,0.0,30.6,20.0,527.476
2010-08-08,3.0,0.0,31.7,22.8,528.46
2010-08-09,2.6,0.0,34.4,23.3,535.064
2010-08-10,1.5,0.0,33.3,25.6,544.758
2010-08-11,2.3,0.0,33.9,24.4,542.002
2010-08-12,2.6,2.3,24.4,20.0,529.698
2010-08-13,3.3,0.0,27.8,20.0,534.294
2010-08-14,2.4,0.0,27.8,18.3,554.27
2010-08-15,2.1,4.1,25.0,19.4,1055.986
2010-08-16,1.8,2.8,30.0,20.6,1129.73
2010-08-17,1.4,0.0,32.8,23.3,978.202
2010-08-22,2.9,42.9,26.7,20.6,93.338
2010-08-23,3.6,26.7,21.1,18.3,765.658
2010-08-24,4.4,0.5,21.1,17.8,722.948
2010-08-25,1.6,25.4,20.6,17.8,980.408
2010-08-26,2.5,0.0,27.8,18.3,757.252
2010-08-27,1.8,0.0,26.1,16.1,2030.65
2010-08-28,1.6,0.0,28.3,16.7,1442.856
2010-08-29,1.5,0.0,34.4,19.4,1668.48
2010-08-30,1.6,0.0,33.3,22.2,1494.802
2010-08-31,1.6,0.0,35.6,24.4,1365.106
2010-09-01,1.4,0.0,35.6,24.4,1593.318
2010-09-02,2.7,0.0,34.4,25.6,1392.492
2010-09-03,2.7,0.0,29.4,23.9,1346.414
2010-09-04,4.7,0.0,27.2,17.8,1743.84
2010-09-05,2.3,0.0,25.6,16.1,1323.018
2010-09-06,1.9,0.0,26.7,15.6,1422.876
2010-09-07,2.8,0.0,31.7,20.0,1451.854
2010-09-08,3.7,0.0,32.2,18.9,1303.812
2010-09-09,3.1,0.0,21.1,16.1,1238.714
2010-09-10,2.5,0.0,23.3,16.1,1328.108
2010-09-11,2.4,0.0,26.1,15.0,1463.31
2010-09-12,2.8,3.8,19.4,15.0,1612.092
2010-09-13,1.5,3.3,25.0,15.0,1076.32
2010-09-14,2.2,0.0,24.4,15.6,1430.678
2010-09-15,2.6,0.0,22.2,13.9,986.094
2010-09-16,2.4,11.7,22.2,13.9,1339.738
2010-09-17,2.0,1.3,21.7,15.0,1497.608
2010-09-18,1.5,0.0,21.1,14.4,1247.946
2010-09-19,1.2,0.0,27.2,16.1,919.6
2010-09-20,3.0,0.0,23.3,15.0,1682.832
2010-09-21,2.2,0.0,23.3,12.2,1111.376
2010-09-22,2.6,3.0,30.6,17.8,1510.394
2010-09-23,2.2,0.0,27.2,18.9,1449.862
2010-09-24,1.6,0.0,29.4,19.4,1327.992
2010-09-25,3.2,0.0,31.7,19.4,106.006
2010-09-28,,8.4,22.8,21.1,470.426
2010-09-29,1.9,0.0,25.6,17.2,1684.426
2010-09-30,,27.9,23.9,20.6,1248.278
2010-10-01,,62.5,23.3,15.0,1504.82
2010-10-02,1.9,0.0,18.9,11.1,1923.254
2010-10-03,5.1,0.8,17.8,10.0,1830.684
2010-10-04,4.4,8.6,12.8,11.1,1775.96
2010-10-05,3.5,0.0,16.1,11.7,1854.624
2010-10-06,2.5,0.0,17.8,12.2,1315.456
2010-10-07,3.4,0.0,21.7,11.7,1809.954
2010-10-08,2.8,0.0,22.8,12.2,1510.456
2010-10-09,2.5,0.0,22.2,12.2,1611.78
2010-10-10,1.8,0.0,20.6,7.8,1998.904
2010-10-11,1.0,28.7,23.9,13.9,1622.59
2010-10-12,1.7,2.3,20.6,12.2,1579.692
2010-10-13,2.0,0.0,17.8,8.9,2073.886
2010-10-14,1.5,15.5,17.2,10.0,2135.122
2010-10-15,5.1,0.5,13.9,9.4,1596.324
2010-10-16,4.7,0.0,14.4,10.0,1000.014
2010-10-17,2.3,0.0,20.6,8.9,1047.382
2010-10-18,2.6,0.0,15.6,10.0,2713.884
2010-10-19,1.2,0.8,15.0,8.3,1925.978
2010-10-20,1.6,0.0,15.0,8.3,1727.964
2010-10-21,3.3,0.3,16.7,9.4,1355.198
2010-10-22,3.4,0.0,11.7,7.8,1668.892
2010-10-23,2.3,0.0,17.8,6.7,2293.236
2010-10-24,1.5,0.0,20.0,11.7,2390.548
2010-10-25,2.1,0.0,23.3,12.2,1163.292
2010-10-26,2.8,0.0,22.2,17.2,945.904
2010-10-27,2.6,4.8,23.9,18.3,1260.278
2010-10-28,3.1,0.0,23.3,13.3,1463.326
2010-10-29,4.3,0.0,13.9,8.3,1204.422
2010-10-30,3.3,0.0,13.9,5.6,2152.7
2010-10-31,3.8,0.0,14.4,5.6,1476.43
2010-11-01,2.6,0.0,9.4,2.8,1383.18
2010-11-02,1.4,0.0,10.0,2.2,1191.082
2010-11-03,1.7,0.0,12.2,5.0,1293.298
2010-11-04,3.0,27.7,10.6,8.3,2555.146
2010-11-05,2.4,1.3,11.1,7.2,1736.088
2010-11-06,2.4,0.0,10.6,4.4,1805.408
2010-11-07,3.1,0.0,10.6,2.2,1673.816
2010-11-08,4.6,1.0,7.2,4.4,1825.54
2010-11-09,3.6,0.0,12.2,5.0,2022.098
2010-11-10,3.4,0.0,13.3,7.8,1946.534
2010-11-11,3.0,0.0,13.3,5.6,1773.592
2010-11-12,2.6,0.0,16.7,7.2,1836.822
2010-11-13,1.4,0.0,17.8,7.8,2023.174
2010-11-14,1.6,0.0,16.1,7.8,2038.392
2010-11-15,2.5,0.0,13.9,10.0,1747.382
2010-11-16,3.0,11.4,15.0,11.1,1509.748
2010-11-17,4.8,5.3,15.6,10.6,1582.032
2010-11-18,3.2,0.0,12.8,7.2,1652.152
2010-11-19,2.6,0.0,8.9,4.4,1570.4
2010-11-20,3.4,0.0,12.8,5.0,2197.006
2010-11-21,2.7,0.0,8.9,3.9,900.91
2010-11-22,2.7,0.0,18.3,7.2,2041.536
2010-11-23,3.1,0.0,16.1,10.0,1577.536
2010-11-24,4.3,0.0,10.0,5.0,1796.248
2010-11-25,1.6,1.5,7.8,3.9,1431.164
2010-11-26,3.1,4.1,11.7,3.3,1488.104
